URL,Location,Data
"https://www.glassdoor.com/job-listing/software-engineer-i-biodesix-inc-JV_KO0,19_KE20,32.htm?jl=1008925554171",Colorado,Element with the specified ID not found.
"https://www.glassdoor.com/job-listing/manager-software-engineering-qa-teladoc-health-JV_KO0,31_KE32,46.htm?jl=1008921163129",Colorado,"Teladoc Health is a global, whole person care company made up of a diverse community of people dedicated to transforming the healthcare experience. As an employee, you’re empowered to show up every day as your most authentic self and be a part of something bigger – thriving both personally and professionally. Together, let’s empower people everywhere to live their healthiest lives. Summary of Position In this role, you will help drive & define our automation-first QA and build strategies, as well as lead a collegial, constantly growing team of automation engineers to ensure the success and quality of our core telehealth applications. Essential Duties and Responsibilities Has accountability for results of a team or program. Manages exempt individual contributors and/or supervisors. Manages within assigned budget. Required to contribute to the achievement of objectives through influence on the outputs of established professionals and skilled specialists. Teaches, coaches and provides timely feedback in order to develop the skills of others and effectively deals with performance challenges. Work with engineering & product to build scalable, efficient, and effective QA automation strategies that empower the organization to release new products and features with confidence. Lead a team of engineering professionals. Recruit and lead technical talent, be both highly technical and an effective people manager. Identify key quality metrics and report on them regularly to keep stakeholders informed on the current quality of the product. Appropriately manage team demands and delegate technical execution or responsibilities when appropriate. Direct technical aspect of operations related to escalated client accounts or high severity issues as they affect or confront a project or team. Work with engineering to ensure the smooth operation and success of our dev & QA environment build systems. Experience with private labeled systems, WCAG, and/or internationalization is a huge plus. The time spent on each responsibility reflects an estimate and is subject to change dependent on business needs. Supervisory Responsibilities Yes. Qualifications Expected for Position 6+ years’ experience in a Software QA role. A couple of years experience in a supervisory or team lead role within a related industry. Excellent people management skills. Hands on experience with Gerkin syntax and it’s implementations (e.g., in Ruby or Java). Experience with Jenkins or a similar build system a big plus. You can build strong working relationships both within the R&D organization and outside of it. You can identify and promote great ideas within your engineering team and develop team talent remotely. The above qualifications, knowledge, experience, and/or background are expected but not required for this role. The base salary range for this position is $145,000 - $165,000. In addition to a base salary, this position is eligible for performance bonus, RSU’s, and benefits (subject to eligibility requirements) listed here: Teladoc Health Benefits 2023 . Total compensation is based on several factors including, but not limited to, type of position, location, education level, work experience, and certifications. This information is applicable for all full-time positions. #LI-RK1 #LI-Hybrid Why Join Teladoc Health?  A New Category in Healthcare: Teladoc Health is transforming the healthcare experience and empowering people everywhere to live healthier lives.   Our Work Truly Matters : Recognized as the world leader in whole-person virtual care, Teladoc Health uses proprietary health signals and personalized interactions to drive better health outcomes across the full continuum of care, at every stage in a person’s health journey.   Make an Impact: In more than 175 countries and ranked Best in KLAS for Virtual Care Platforms in 2020, Teladoc Health leverages more than a decade of expertise and data-driven insights to meet the growing virtual care needs of consumers and healthcare professionals.   Focus on PEOPLE: Teladoc Health has been recognized as a top employer by numerous media and professional organizations. Talented, passionate individuals make the difference, in this fast-moving, collaborative, and inspiring environment.   Diversity and Inclusion: At Teladoc Health we believe that personal and professional diversity is the key to innovation. We hire based solely on your strengths and qualifications, and the way in which those strengths can directly contribute to your success in your new position.   Growth and Innovation: We’ve already made healthcare yet remain on the threshold of very big things. Come grow with us and support our mission to make a tangible difference in the lives of our Members. As an Equal Opportunity Employer, we never have and never will discriminate against any job candidate or employee due to age, race, religion, color, ethnicity, national origin, gender, gender identity/expression, sexual orientation, membership in an employee organization, medical condition, family history, genetic information, veteran status, marital status, parental status or pregnancy. Teladoc Health respects your privacy and is committed to maintaining the confidentiality and security of your personal information. In furtherance of your employment relationship with Teladoc Health, we collect personal information responsibly and in accordance with applicable data privacy laws, including but not limited to, the California Consumer Privacy Act (CCPA). Personal information is defined as: Any information or set of information relating to you, including (a) all information that identifies you or could reasonably be used to identify you, and (b) all information that any applicable law treats as personal information. Teladoc Health’s Notice of Privacy Practices for U.S. Employees’ Personal information is available at this link.Show more Report"
"https://www.glassdoor.com/job-listing/senior-software-engineer-lockheed-martin-corporation-JV_KO0,24_KE25,52.htm?jl=1008929062237",Colorado,"JOB ID: 648543BR Date posted: Oct. 16, 2023 Program: NGG Ground  Description:Are you looking for an exciting career as a Software Engineer at one of the top Aerospace and Defense Companies? A fulfilling position that challenges your mind, grows your skills, and contributes to our Nation’s most critical missions is right in front of you! At Lockheed Martin Space, we advance the frontiers of science, help the military protect what matters most, and solve problems that others think are impossible. We have challenging missions that will inspire and innovate!  Our Next Gen Geo Mission Processing team is looking for a motivated Software Engineer to augment our Agile Team in support of our Overhead Persistent Infrared (OPIR) Mission Processing Product. We are seeking a dynamic Software Engineer to help support these critical efforts, which include development of solutions in support of OPIR sensor data stream processing to be used for missile warning.  As a member of a high-performing team you must be passionate about your trade, focused on mission system quality, and supportive of timely delivery of features and capabilities. This position involves design, development and maintenance, and testing of mainly C++ code. Challenges will include adapting and testing framework for new interfaces, developing APIs, and developing mission processing applications.   This position is in beautiful Boulder, Colorado location which has numerous amenities such as a fitness center, daily rotating food trucks, and a collaborative and modern agile workspace. Basic Qualifications: Strong experience in software design and development.C++/C programming experience.Linux OS background/Experience developing in a Linux environmentExperience developing maintainable code as well as performing unit, integration, and regression testing.Must have strong teamwork skills.Excellent communication, organizational and interpersonal skills Desired Skills: Active secret clearance. Mission Data Processing ExperienceBachelor’s degree from an accredited college/university in an engineering or scientific discipline.Experience developing, deploying, and supporting AWS based systems.Demonstrated understanding of agile development within a scrum team. Experience with CI/CD tools such as Jenkins, GitLab CI, etc. Security Clearance Statement:This position requires a government security clearance, you must be a US Citizen for consideration. Clearance Level:Top Secret Other Important Information You Should Know Expression of Interest:By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings. Ability to Work Remotely:Part-time Remote Telework: The employee selected for this position will work part of their work schedule remotely and part of their work schedule at a designated Lockheed Martin facility. The specific weekly schedule will be discussed during the hiring process. Work Schedules:Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits. Schedule for this Position:4x10 hour day, 3 days off per week Pay Rate: The annual base salary range for this position in Colorado or Washington is $85,900 - $164,600. Please note that the salary information is a general guideline only. Lockheed Martin considers factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience, education/ training, key skills as well as market and business considerations when extending an offer.  Benefits offered: Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Flexible Spending Accounts, EAP, Education Assistance, Parental Leave, Paid time off, and Holidays. (Washington state applicants only) Non-represented full time employees: accrue 10 hours per month of Paid Time Off (PTO); receive 40 hours of Granted PTO annually for incidental absences; receive at least 90 hours for holidays. Represented full time employees accrue 6.67 hours of PTO per month; accrue up to 52 hours of sick leave annually; receive at least 96 hours for holidays. PTO is prorated based on hours worked and start date during the calendar year.  This position is incentive plan eligible. Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.  As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories. Experience Level:Experienced Professional Business Unit:SPACE Relocation Available:Yes Career Area:Software Engineering Type:Full-Time Shift:First At Lockheed Martin, we apply our passion for purposeful innovation to keep people safe and solve the world's most complex challenges. Mission-Focused Innovation: From aerospace to outer space to cyber space, you can solve the world's most complex challenges for our customers. Foundational Values: Our culture of performance excellence, ethics, teamwork and inclusion is embedded in everything we do. Diverse Career Opportunities with Meaningful Work: Grow your career and skills for life. Our technology-driven learning platforms and programs enable your development and agility. Your Health, Your Wealth, Your Life: Our flexible schedules, competitive pay and comprehensive benefits enable you to live a healthy, fulfilling life at and outside of work. Empowered to Be Your Best: Use your strengths to make a difference in the lives of one another, our customers, our communities and our planet. Commitment to Sustainability: We foster innovation, integrity and security to preserve the environment, strengthen diverse communities and propel growth. Here, the possibilities are endless because we offer: Flexible Schedules, dependent on role Levels: Student, Entry, Mid, Senior, Management Locations: Nationwide & OCONUS PositionsShow more Report"
"https://www.glassdoor.com/job-listing/software-engineer-1-garmin-international-inc-JV_KO0,19_KE20,44.htm?jl=1008878124740",Colorado,Element with the specified ID not found.
"https://www.glassdoor.com/job-listing/software-qa-engineer-apple-vision-pro-apple-JV_KO0,37_KE38,43.htm?jl=1008926951555",Colorado,"Summary Posted: Jul 12, 2023 Role Number:200490436 Apple is where individual imaginations gather together, committing to the values that lead to great work. Every new product we build, service we create, or Apple Store experience we deliver is the result of us making each otherʼs ideas stronger. That happens because every one of us shares a belief that we can make something wonderful and share it with the world, changing lives for the better. Itʼs the diversity of our people and their thinking that inspires the innovation that runs through everything we do. When we bring everybody in, we can do the best work of our lives. Here, youʼll do more than join something — youʼll add something. Apple Vision Pro is a revolutionary spatial computer that seamlessly blends digital content with your physical space. It will allow us to do the things we love in ways never before possible — all while staying connected to the people around us. The Vision Products Group is working with some of Apple's most advanced and exciting technologies. As a member of our fast-paced organization, you will have the opportunity to be part of a rapidly evolving team, driving experiences that will delight and inspire millions of people. We’re looking for a creative and motivated test engineer with excellent problem solving and communication skills. As a valued member of our dynamic organization, you will have the rare and rewarding opportunity to craft new products and experiences that will delight and inspire millions of people every single day! Key Qualifications 3+ years of quality engineering experience Familiarity with OS concepts and low level system software and drivers Strong knowledge of Unix and Unix shell scripting Demonstrated ability to own a complete functional area of an application or product Good understanding of software QA methodologies & practices Ability to communicate technical concepts to a non-technical audience Ability to solve difficult problems with innovative and maintainable solutions Meticulous, analytical, methodical and creative problem solver committed to driving quality forward Description In this role, you will be responsible for shipping world-class user experiences and act as the voice of our end-users. You will own a technical area and drive functional testing efforts, leveraging strong automation experience. Role involves deep integration and close collaboration with development team, cross-functional test teams, and project managers. This position requires a self-motivated and dynamic individual with strong technical and communication skills who can contribute in a team environment. You will be responsible for building and executing test plans, sharing results, and serving as an advocate for quality. Education & Experience Bachelor’s degree in Computer Engineering, Computer Science or equivalent experience Additional Requirements Ability to triage and solve problems involving user/kernel boundary, multi-threading and synchronization In-depth understanding of iOS and MacOS Familiarity with AR/VR technologies Pay & Benefits At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $119,200 and $179,600, and your base pay will depend on your skills, qualifications, experience, and location.  Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses — including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.  Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.Show more Report"
"https://www.glassdoor.com/job-listing/software-engineer-early-career-lockheed-martin-corporation-JV_KO0,30_KE31,58.htm?jl=1008931855675",Colorado,Element with the specified ID not found.
"https://www.glassdoor.com/job-listing/software-engineer-ui-workday-JV_KO0,20_KE21,28.htm?jl=1008906869686",Colorado,"Your work days are brighter here. At Workday, it all began with a conversation over breakfast. When our founders met at a sunny California diner, they came up with an idea to revolutionize the enterprise software market. And when we began to rise, one thing that really set us apart was our culture. A culture which was driven by our value of putting our people first. And ever since, the happiness, development, and contribution of every Workmate is central to who we are. Our Workmates believe a healthy employee-centric, collaborative culture is the essential mix of ingredients for success in business. That’s why we look after our people, communities and the planet while still being profitable. Feel encouraged to shine, however that manifests: you don’t need to hide who you are. You can feel the energy and the passion, it's what makes us unique. Inspired to make a brighter work day for all and transform with us to the next stage of our growth journey? Bring your brightest version of you and have a brighter work day here. About the Team Would you enjoy the autonomy and agility of an innovative small team while benefiting from the stability of a large corporation? Are you passionate about building scalable user experiences in frequent collaboration and iteration with designers and other engineers? About the Role Our team values innovation, collaboration, and ownership. You will design and implement features and components in a team oriented environment. You will collaborate with product management to break down high-level product vision into manageable pieces for development. Development work will primarily be in Typescript / React making GraphQL queries and utilizing Workday's existing web infrastructure. You will also actively participate in knowledge sharing via mentoring, code reviews, building design documents, and/or giving technical talks. We are a geographically distributed organization with a focus on a presence in Pleasanton, CA and Boulder, CO; we coordinate teams around these geographies but ultimately collaboration with engineers and architects across the world. About You Basic Qualifications 3 years of professional software development experience 1+yrs experienced engineering front end applications for scale 3+yrs experience with Typescript and the underpinnings of Javascript 3+yrs experience with modern CSS feature such as Grid and Custom properties Other Qualifications Experience with architecting, building and deploying to public cloud offerings (e.g., AWS, GCP, Azure) Ability to work in a self directed fashion, and ability to discern the most important work to prioritize Excellent verbal and written communication skills A passion for innovation and ability to contribute to shaping the technical and product roadmaps Experience in a fast-paced work environment Strong problem solving and critical thinking skills Workday Pay Transparency Statement - United States The annualized base salary ranges for the primary location and any additional locations in the United States (US) are listed below. Workday pay ranges vary based on work location. As a part of the total compensation package, this role may be eligible for the Workday Bonus Plan or a role-specific commission/bonus, as well as annual refresh stock grants. Recruiters can share more detail during the hiring process. Each candidate’s compensation offer will be based on multiple factors including, but not limited to, geography, experience, skills, job duties, and business need, among other things. For more information regarding Workday’s comprehensive benefits, please click here. Primary Location: USA.CO.Boulder  Primary Location Base Pay Range: $118,400 - $177,600  Additional US Location(s) Base Pay Range: $112,500 - $204,000 Our Approach to Flexible Work With Flex Work, we’re combining the best of both worlds: in-person time and remote. Our approach enables our teams to deepen connections, maintain a strong community, and do their best work. We know that flexibility can take shape in many ways, so rather than a number of required days in-office each week, we simply spend at least half (50%) of our time each quarter in the office or in the field with our customers, prospects, and partners (depending on role). This means you'll have the freedom to create a flexible schedule that caters to your business, team, and personal needs, while being intentional to make the most of time spent together. Those in our remote ""home office"" roles also have the opportunity to come together in our offices for important moments that matter. Pursuant to applicable Fair Chance law, Workday will consider for employment qualified applicants with arrest and conviction records. Workday is an Equal Opportunity Employer including individuals with disabilities and protected veterans. Are you being referred to one of our roles? If so, ask your connection at Workday about our Employee Referral process!Show more Report"
"https://www.glassdoor.com/job-listing/software-quality-engineer-sr-lockheed-martin-corporation-JV_KO0,28_KE29,56.htm?jl=1008930237293",Colorado,"JOB ID: 654267BR Date posted: Oct. 17, 2023 Program: SLD  Description:Space technology connects millions of people around the world and we’re accelerating tomorrow’s breakthroughs to help our customers stay ahead in an ever-changing world. At Lockheed Martin Space, we are motivated by innovation and integrity. We are designing and building the next generation of satellites and spacecraft to enhance our nations capability and to go where humans have never gone before. As a Software Quality Engineer on Lunar Exploration Campaign (LEC) Programs, you will have the exciting opportunity to serve as a Quality Engineer across multiple active and prospective missions within a rapidly growing part of our Commercial Civil Space (CCS) business. LEC Software Quality Engineers will support programs focused on Human and Lunar exploration including: Sustained Lunar Development (SLD)Lunar Mobility/Lunar Terrain Vehicle (LMV/LTV)DARPA’s Demonstration Rocket for Agile Cislunar Operations (DRACO) The Software Quality Engineer role interfaces with software development personnel, test and evaluation personnel, project managers and customers in a team environment. Specific roles and responsibilities include, but are not limited to:  Independent evaluation of software processes and products and their conformity to standards, models, and software engineering program-defined processesEnsuring quality is built into program processes and products by checking for completeness, consistency, correctness, and conformance throughout the entire software development life cycle and maintenance activities to determine whether the program's objectives have been satisfied and if continuous improvement is neededDeveloping, monitoring, measuring, and analyzing software metrics for continuous improvement Ability to fill all aspects of the Quality function, including Quality Control, Quality Assurance, and Quality Engineering. The candidate needs to be able to take on roles that sometimes fall outside of the conventional SQE job description, like directing AS9100 audit support, program metric definition and reporting, supplier surveys, evaluation of non-conformances trending, and driving lessons learned and best practicesAbility to present software quality assessment of products and processes to the customer and program managementTrack and manage non-conformances, software defects, trend analysis, root cause analysis, and corrective and preventive action activities for the programExcellent communication skills with the ability to work independently in an environment with challenging requirements and dynamic schedules to resolve technical issues Basic Qualifications: Bachelors degree from an accredited college in a related discipline, or equivalent experience/combined educationKnowledge of quality systems/processes and expertise in external quality standardsKnowledge of software development life cycle modelsAbility to interpret software design and code to verify the implementation of requirements Desired Skills: Knowledge of configuration management and experience with control tools (ClearQuest, ClearCase, DOORS, etc.)Technical experience in a related discipline (e.g., Quality Engineering, System Safety, Manufacturing, Integration & Test)Experience in supporting Agile/Scrum software developmentAbility to collaborate with current MRB certification. Experience making Preliminary Review / Material Review Board decisions.Experience in test planning, processing, and nonconformance processing, including root cause analysis and corrective action developmentExperience in establishing quality assurance performance metrics for identifying process improvementExperience with Atlassian tools (e.g., JIRA, Confluence) Clearance Level:None Other Important Information You Should Know Expression of Interest:By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings. Ability to Work Remotely:Onsite Full-time: The work associated with this position will be performed onsite at a designated Lockheed Martin facility. Work Schedules:Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits. Schedule for this Position:4x10 hour day, 3 days off per week Pay Rate: The annual base salary range for this position in California and New York (excluding most major metropolitan areas), Colorado, or Washington is $82,200 - $157,500. Please note that the salary information is a general guideline only. Lockheed Martin considers factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience, education/ training, key skills as well as market and business considerations when extending an offer. Benefits offered: Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Flexible Spending Accounts, EAP, Education Assistance, Parental Leave, Paid time off, and Holidays. (Washington state applicants only) Non-represented full time employees: accrue 10 hours per month of Paid Time Off (PTO); receive 40 hours of Granted PTO annually for incidental absences; receive at least 90 hours for holidays. Represented full time employees accrue 6.67 hours of PTO per month; accrue up to 52 hours of sick leave annually; receive at least 96 hours for holidays. PTO is prorated based on hours worked and start date during the calendar year. This position is incentive plan eligible. Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. At Lockheed Martin, we use our passion for purposeful innovation to help keep people safe and solve the world's most complex challenges. Our people are some of the greatest minds in the industry and truly make Lockheed Martin a great place to work.   With our employees as our priority, we provide diverse career opportunities designed to propel, develop, and boost agility. Our flexible schedules, competitive pay, and comprehensive benefits enable our employees to live a healthy, fulfilling life at and outside of work. We place an emphasis on empowering our employees by fostering an inclusive environment built upon integrity and corporate responsibility.  If this sounds like a culture you connect with, you’re invited to apply for this role. Or, if you are unsure whether your experience aligns with the requirements of this position, we encourage you to search on Lockheed Martin Jobs, and apply for roles that align with your qualifications. Experience Level:Experienced Professional Business Unit:SPACE Relocation Available:Possible Career Area:QA/Test and Inspection Type:Full-Time Shift:First At Lockheed Martin, we apply our passion for purposeful innovation to keep people safe and solve the world's most complex challenges. Mission-Focused Innovation: From aerospace to outer space to cyber space, you can solve the world's most complex challenges for our customers. Foundational Values: Our culture of performance excellence, ethics, teamwork and inclusion is embedded in everything we do. Diverse Career Opportunities with Meaningful Work: Grow your career and skills for life. Our technology-driven learning platforms and programs enable your development and agility. Your Health, Your Wealth, Your Life: Our flexible schedules, competitive pay and comprehensive benefits enable you to live a healthy, fulfilling life at and outside of work. Empowered to Be Your Best: Use your strengths to make a difference in the lives of one another, our customers, our communities and our planet. Commitment to Sustainability: We foster innovation, integrity and security to preserve the environment, strengthen diverse communities and propel growth. Here, the possibilities are endless because we offer: Flexible Schedules, dependent on role Levels: Student, Entry, Mid, Senior, Management Locations: Nationwide & OCONUS PositionsShow more Report"
"https://www.glassdoor.com/job-listing/software-engineer-pmat-JV_KO0,17_KE18,22.htm?jl=1008931838473",Colorado,"PMAT needs an experienced Python and Java developer with Linux and container runtime experience and a strong interest in application security (AppSec). This is an active developer role in an environment with tremendous potential to grow important PMAT capabilities in a small AppSec team. It's mostly remote, and some off-hours support may be required. Basic Qualifications Education: (Required) Bachelor’s degree in the appropriate field of study (CS, CIS, CSE) Required Experience:   At least 3 years of full-time employment dedicated to writing secure applications in Java and Python  Linux competency as demonstrated by, for example, a Linux+ certification or 2+ years of admin experience  Significant working knowledge and experience with container runtimes and orchestration, preferably Docker and Kubernetes Eligible to obtain a Top Secret/SCI clearance with Counter-Intelligence Polygraph  Passion for writing secure, clean, crystal-clear applications, using defensive coding practices and principles Excellent written and verbal communication. Enjoys collaborating remotely and teaching a wide range of stakeholders.  Mindset of growth and self-sufficiency, with accompanying grit, persistence, and self-discipline   Primary Responsibilities  Develop tools and processes to build and protect infrastructure and help developers write more secure code. Develop and integrate new CI/CD controls, enhancing new security controls as vulnerabilities and opportunities emerge. Develop real-time reporting mechanisms to monitor the health of the program.  Identify areas of security improvement within development processes and project operations to decrease response times, increase effectiveness, eliminate waste, and streamline security operations. Partner with development and business teams to manage dependencies and communicate technical specifications.  Coach developers in defensive coding and security remediation   Desired experience:   Strong familiarity with architectural concepts surrounding RESTful APIs and microservices Cloud infrastructure experience with administration, security, and auditing  Architectural experience in large-scale container deployments and orchestration  Experience in a wide variety of scanning tools and vulnerability remediation IAC skills, including Ansible and Terraform  CI/CD implementation experience  Enjoys teaching AppSec and encouraging a culture of AppSec adherence   Clearance: Eligible to obtain a Top Secret/SCI clearance with Counter-Intelligence Polygraph Work Environment  If available, the work environment is primarily at a PMAT office. Remote work is secondary and must be approved by management. In some cases, work in a government facility may be required. PMAT is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law.   #CJShow more Report"
"https://www.glassdoor.com/job-listing/sr-machine-learning-software-engineer-seagate-technology-JV_KO0,37_KE38,56.htm?jl=1008897635847",Colorado,"About our group: The Seagate Research group is responsible for analyzing how data is generated, transported, and stored from creation to archive. By gaining deep insight into all aspects of data from creation through analysis and storage, the team identifies ways to improve Seagate's products as well as identifying new market opportunities. About the role - you will:  Design, develop, and troubleshoot software solutions Study block IO traces with an analysis on performance Study block IO systems (e.g. RAID) with an analysis on what decisions are made (e.g. caching) Apply machine learning and artificial intelligence to see whether performance can be improved by making better decisions Compare any performance gains to other methods to improve performance using similar resource utilization (e.g. use RAM to increase cache size) Excellent interpersonal skills to develop relationships with different teams and peers in the organization About you:  We are looking for team players able to work efficiently as part of a bigger team Great communication skills Your experience includes:  Bachelor's Degree in Engineering related field (i.,e Electrical, Mechanical, Chemical, Computer Engineering, Computer Science, Machine Learning Materials, Physics, Information Technology or related field) and 5+ years of experience or Master’s Degree in the same and 3+ years’ experience or PhD and 0+ years’ experience or equivalent experience and education. Proven hands-on or research experience in developing Neural Network models Strong background programming in Python, C/C++, Java, JavaScript Familiarity with Database/Distributed Systems In depth knowledge and working experience on the various aspects of training and deployment of deep learning solutions in TensorFlow or PyTorch Strong understanding of machine learning algorithms & principles Detail oriented, well organized with solid time management skills, and you have solid effective verbal and written communications abilities as well Strong appetite for constant learning, thinking out of the box, and questioning problems & solutions with the intent to understand and solve in more creative ways Location: Our Longmont product-design campus is nestled against the foothills with exceptional views of the Rocky Mountains. Here at work, you can grab breakfast and lunch in the on-site cafeteria or get an afternoon espresso, prepared by a professional barista. Our 1,500+ employees enjoy an active on-site experience from sporting activities (get in a few laps at lunch on our 1-mile walking path around campus, play ping-pong or volleyball, or stop in our 24- hour fitness center for a group or individual workout) to community service and many employee resource groups including Pride! Women’s Leadership Network and a Young Professionals Network. Colorado's 2021 Equal Pay for Equal Work Act (SB 19-085) requires we inform you of the estimated base salary range for this position is: $88,899.20 to $131,994.72. Actual salary range is based on fair market value of the role in the geography in which you live based on the requirements of the job and your skills. This posted salary range is a good faith and reasonable estimate, and Seagate reserves the right to adjust this range depending on the qualifications of the selected candidate. Seagate offers comprehensive benefits to its eligible employees, including, but not limited to medical, dental, vision and life, short and long-term disability insurances, annual variable pay bonus, 401(k), employee stock purchase plan, flexible and dependent care spending accounts, flexible time off/vacation, paid parental leave, access to on-site fitness center and other site perks. Travel: 1% Location: Longmont, United States Travel: NoneShow more Report"
