URL,Location,Company,Employment Type,Years of Exp,Education Level,Data
"https://www.glassdoor.com/job-listing/software-engineer-ierus-technologies-inc-JV_KO0,17_KE18,40.htm?jl=1008981665172",Alabama,"IERUS Technologies, Inc.",,5,,"IERUS specializes in electromagnetic spectrum technologies and design for RF, IR, and optical applications. IERUS also supports customers with a diverse set of competencies including software development, air and missile defense, and systems engineering. IERUS develops value for our defense and commercial customers through accelerations of the technology life cycle: identifying, creating, transitioning, and producing technologies with integrity of purpose and product. IERUS is looking for bright, talented, motivated, and dedicated employees in the engineering field, and offers competitive compensation and benefits package. To learn more, please visit www.ierustech.com/culture Description: This is an opportunity to join the IERUS team as a Software Engineer supporting a large Missile Defense Agency program. Responsibilities:  Responsible for software development for BM/SRM Product Team. Under supervision, responsible for performing analysis and technical support of systems software products, including resolution, design, development, testing, operational integration, and user support. Maintains currency, debugs, and configures related software products. Works from specifications to develop or modify system applications. Assists with design, coding, benchmark testing, debugging and documentation of programs. Works on most phases of software systems programming applications and may require instruction and guidance in other phases.  Required Qualifications:  Bachelor’s degree from an accredited college in a related discipline, or equivalent experience/combined education, with 5+ years of professional experience. Active DoD Secret security clearance. Good working knowledge of MS Office products. Software development with JAVA experience. Use of common software development and management tools such as Git, JIRA and Eclipse. Experience and knowledge of basic software practices such as coding standards and configuration management. Must have effective oral and written communication skills and an ability to work effectively in a rapid paced, team environment.  Desired Qualifications:  Experience developing enterprise applications. Familiarity with Java foundation classes and toolkits. Knowledge of server side/database development, computer system administration. Flexibility and willingness to take on unanticipated tasking is highly desirable.  Location: Huntsville, AL IERUS Technologies is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age, or any other federally protected class. IERUS Technologies participates in E-Verify.Show more Report"
"https://www.glassdoor.com/job-listing/sr-software-engineer-jacobs-JV_KO0,20_KE21,27.htm?jl=1008974652010",Alabama,Jacobs,,14,"Ph.D., Master","Challenging Today. Reinventing Tomorrow.  We're invested in you and your success. Everything we do is more than just a project. It's our challenge as human beings, too. That's why we bring a thoughtful and collaborative approach to every one of our partnerships.  At Jacobs, we challenge the status quo and redefine how to solve the world's greatest challenges, transforming big ideas into intelligent solutions for a more connected, sustainable world.  Design your career with a company that inspires and empowers you to deliver your best work so you can evolve, grow and succeed – today and into tomorrow   Your Impact: The Jacobs Space Exploration Group (JSEG) a primary contractor for NASA since 1989 is comprised of 10 companies and is located at Marshall Space Flight Center in Huntsville, AL (ranked #1 in Best Places to Live by U.S. News). Create Your Career: Grow With Us Your growth matters to us—that’s why we offer a variety of ways for you to develop your career. With professional and leadership development opportunities like Team Lead Academy, education reimbursement, mentoring, and company sponsored networking events, you can take control of your own career path on your own terms with a company that believes in you. A Place Where You Belong At Jacobs Space Exploration Group, people are at the heart of our business. We reflect a diversity of cultures, backgrounds, and experiences. We expect our people, clients, and partners to treat one another with dignity and respect. This means promoting inclusion, celebrating diversity, and appreciating the differences we all bring to our workplace. Support Your Well-Being Our comprehensive benefits package includes wellness programs, 11 paid holidays, parental leave, paid time off, employee perks and much more. With these benefits, plus the option for flexible schedules and possible remote a few days a week (depending on customer requirements) we’ll support you as you pursue a balanced, fulfilling life—at work and at home. We are hiring a Software Engineer embedded in the Space Launch System (SLS) Flight Software (FSW) Design Team to continue the success of Artemis 1! As an SLS Flight Software Design Engineer, you will be responsible for the full ownership of mission-critical, human-rated flight software components. Join us as we design the Space Launch System’s Exploration Upper Stage vehicle that will place humans on the Moon again! Responsibilities: Translate design requirements into flight software using C++ and Object Orient Programming on a Real-Time Embedded Controls System flight computer  Develop and perform modular unit testing, static analysis, and code coverage testing following existing NASA processes and development standards  Strongly communicate your software subsystem(s) design to your peers and the broader SLS teams in technical interchange meetings  Partner with Cross-Functional and Cross-Program teams to develop failure proof design requirements and resolve complex design challenges  Perform hands-on integration testing in complete physics-based simulation environments, conduct data analysis on large datasets, and support investigations of test team findings  Occasional travel to support the Artemis launch campaigns as an operations support engineer  Here’s What You’ll Need: Qualifications: A bachelor’s degree or higher in computer science, computer engineering, electrical engineering or related field with demonstrated experience and strong understanding of C++ OOP development for Real-Time applications is required. Degree from an ABET-accredited university is preferred. Typically, educational requirements are the equivalent of a Ph.D., with a minimum 14 years of experience, Masters with at least 18 years of experience, or BS with at least 20 years of experience. Preferred Skills: WindRiver VxWorks or other real-time (embedded) operating systems experience Experience in any of the following: avionic hardware and sensors, control systems, flight and orbital mechanics, device driver development, and RTOS applications Usage of the following tools: Source Control (git, subversion, etc.) IDEs (Eclipse, Visual Studio, etc.) Unified Modeling (Enterprise Architecture, DOORS, etc.) Scripting and other languages (Python, JavaScript, bash/shell, etc.) General understanding of the following: M1553B, RS422 interfaces Agile / Scrum / Sprint processes NASA standards and practice The Jacobs Space Exploration Group (JSEG) offers a partnership in which you can grow personally and professionally within a framework of strong leadership, competitive compensation, and rewarding career paths. Come join our team on the Engineering Services and Science Capability Augmentation (ESSCA) contract whose work is destined to have a long-range effect on future generations! For more information on why Huntsville is known as “one of the smartest cities in the nation”, check out these websites: https://hsvchamber.org/ www.Huntsville.org/ https://www.movoto.com/guide/huntsville-al/moving-to-huntsville/ https://realestate.usnews.com/places/alabama/huntsville https://iveyhsv.com/real-estate-blog/13-reasons-why-you-should-move-to-huntsville/ Essential Functions Work Environment: Office environment. Requires ability to provide clear, concise, accurate and timely communication, both verbally and in writing (100%). Requires ability to interact professionally with co-workers, management, and client (100%). Requires travel in the domestic USA (<10%). Physical Requirements: Requires sitting for extended periods of time in meetings with peers, management, and with our client at NASA facilities to discuss technical issues (10%). Also, requires sitting for extended periods of time at a desk to write reports and perform engineering tasks (80%). Requires ability to use stairs or elevators for access between floors and multiple buildings at NASA and Jacobs facilities (10%). Equipment and Machines: Requires ability to operate a personal computer, a telephone, fax machine, copier, calculator, and other general office equipment (100%). Attendance: Normal workday 7:30 – 4:30, Monday thru Friday. Minimal overtime may be required (10%) to meet schedule milestones and to support technical demands of the job. Regular attendance is a necessity, and adequate arrangements for delegating duties during absences are required. Other Essential Functions: The ability to work independently with minimal supervision, and to make rational decisions, and to exercise good judgment is essential (100%). Grooming and dress must be appropriate for the position and must not impose a safety risk/hazard to the employee or others. Proof of U.S. Citizenship is required. #ESSCAShow more Report"
"https://www.glassdoor.com/job-listing/sr-software-engineer-ierus-technologies-inc-JV_KO0,20_KE21,43.htm?jl=1008981664924",Alabama,"IERUS Technologies, Inc.",,10,"MA, Ph.D., Master","IERUS specializes in electromagnetic spectrum technologies and design for RF, IR, and optical applications. IERUS also supports customers with a diverse set of competencies including software development, air and missile defense, and systems engineering. IERUS develops value for our defense and commercial customers through accelerations of the technology life cycle: identifying, creating, transitioning, and producing technologies with integrity of purpose and product. IERUS is looking for bright, talented, motivated, and dedicated employees in the engineering field, and offers competitive compensation and benefits package. To learn more, please visit www.ierustech.com/culture Description: This is an opportunity to join the IERUS team as a Sr. Software Developer supporting a large Missile Defense Agency program. The ideal candidate will have 10+ years’ experience and be responsible for, but not limited to;  Develop simulation infrastructure necessary to perform end-to-end functional and performance analysis of the Missile Defense System (MDS) supporting the systems engineering development process for the Missile Defense Agency (MDA). Develop capabilities needed to integrate large-scale complex MDS Modeling and Simulation (M&S) tools that generate results supporting system engineering discrimination products. Coordinate development with functional group leads and will interface with senior management. Document simulation framework roadmap and development results in reports and briefings to be presented to the team and MDA representatives. Perform as a team member on an agile software development team and may additionally be assigned leadership (i.e., Scrum Master) responsibilities within the team. Represent the discrimination group as an active member of the Modeling & Simulation Working Group. Set DevOps Engineering priorities with regard to increasing computing capacity and improving the simulation development environment.  Required Qualifications:  B.S., M.S., or Ph.D. in an engineering discipline (Computer Science, Mathematics, Physics, or Engineering) and 10 years of related experience. Must be a US citizen with an active Secret clearance. Must demonstrate a high level of proficiency in modern software development languages such as C++. Must have significant experience in multiple of the following areas: multi-threaded programming, object-oriented software design/development, TCP and UDP socket development, language interfacing between C++ and MATLAB/Python/Java, application of design patterns, and/or discrete time simulation frameworks (DIS or HLA). Able to work as a member of fast paced, agile software development team with frequent interactions with functional model development teams and occasionally with senior leadership. Individual must possess good communication and presentation skills and the ability to write technical documentation.  Desired Qualifications:  Experience or understanding of software architecture for integrated, time-synchronous, medium or high fidelity physics based simulations. Experience setting up databases and helping to architect model based analyses tools. Experience developing Application Programming Interfaces. Familiarity with High Performance Computing (HPC) environments, Linux job management, and GPU programming. Basic understanding of one or more of the elements of the MDS to include RF and EOIR sensors, C2, resource management, fire control, and weapon systems. Understanding of the underlying physics and mathematics needed to model the MDS and their application to areas such as: object detection, tracking, signal processing, discrimination, ballistic trajectory calculations, threat system modeling, constrained resource management/scheduling, etc. Ability and willingness to obtain Top Secret clearance.  Location: Huntsville, AL IERUS Technologies is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age, or any other federally protected class. IERUS Technologies participates in E-Verify.Show more Report"
"https://www.glassdoor.com/job-listing/c-software-engineer-analyst-intuitive-research-and-technology-corporation-JV_KO0,27_KE28,73.htm?jl=1008695217662",Alabama,Intuitive Research and Technology Corporation,,3,,"INTUITIVE® is a nationally recognized Best Place to Work that provides solutions from design through production to sustainment by delivering targeted results. Our approach couples the latest technology with engineering expertise and analytical proficiency while remaining true to genuine customer relationships and a culture that fosters growth and opportunity. Our diverse portfolio of capabilities and extensive customer base allows our employees countless opportunities to pursue their passions and support our nation’s Warfighters. Join our team that encourages creativity, welcomes initiative, and seeks excellence. Start Building Your Future today! We are seeking an experienced C/C++ Embedded Software Engineer/Analyst who will support the Software and Integration Directorate (S3I) program in the development of launcher control software. In this highly motivated team-based environment, you will contribute throughout the software development lifecycle including requirements development, design, traceability, interoperability, continuous integration, and system testing. You’ll utilize Visual Studio, VxWorks, Python, and other programming languages and tools in support of S3I’s mission. You’ll report your technical status and progress on the project to the software lead during the daily Scrum standup. To be successful in this role, you’ll need to possess excellent communication skills to perform daily responsibilities. Required BS in Electrical Engineering, Computer Engineering/Science, or related field Minimum 3 years of related experience Experience with programming in C and C++ Experience with Visual Studio IDE Experience with Hardware, Firmware, and Software Architecture, Interfacing, and Communications Familiarity with schematics and digital/analog circuit design Some travel Ability to obtain and maintain security clearance Desired Experience in embedded systems design with preemptive, multi-tasking real-time operating systems (e.g. VxWorks, GreenHills) Experience with Linux Experience with Network programming protocols UDP/TCP Knowledge of Scrum Methodology Familiarity with low-level communication protocols such RS-423, sockets, and MIL-STD-1553 Familiarity with Azure DevOps Disability Accommodation for Applicants - Intuitive Research and Technology Corporation is an Equal Employment Opportunity employer and provides reasonable accommodation for qualified individuals with disabilities and disabled veterans in its job application procedures. If you have any difficulty using our online system and you need an accommodation due to a disability, you may use the following alternative email address or phone number to contact us about your interest in employment at INTUITIVE hr@irtc-hq.com or 256-922-9300. Our process is to respond and to work with the requestor to identify a workable accommodation to the application process.Show more Report"
"https://www.glassdoor.com/job-listing/embedded-software-engineer-edge-autonomy-JV_KO0,26_KE27,40.htm?jl=1008966193566",Alabama,Edge Autonomy,,not given,Bachelor's degree,"About This Position Edge Autonomy is seeking an experienced software engineer that can lead the development of the Vehicle Management System (VMS) that runs onboard multiple Edge Autonomy Unmanned Air Systems (UAS). The VMS manages all aircraft subsystems and is critical for flight safety and mission success. You write embedded software to manage all aircraft subsystems. You will coordinate with the flight control team to manage the interface between the VMS and the flight controller. You will coordinate with the ground control team to execute operator commands relayed through datalinks and feedback health and status information of all aircraft systems. You will also work with the Autonomy team to provide a flight-safe interface between onboard autonomy algorithms and the flight controller. Bottom Line: you will be central to the core functions of our aircraft. Responsibilities Maintain and expand the capabilities of the Vehicle Management System (VMS) Design and implement code for embedded devices and systems on multiple Edge Autonomy unmanned aircraft and test those devices in System Integration Lab (SIL), Hardware Integration Lab (HIL), and Flight Test. Write and test software to support the integration of sensors and Processors into the aircraft (including autopilot, payloads, radios, and flight-critical devices). Debug, troubleshoot, and isolate software issues Qualifications Bachelor's degree in engineering or similar Significant experience writing embedded code for Unmanned Air Systems Practical experience writing firmware/embedded code for a physical device Experience building a System Integration Lab (SIL) or Hardware Integration Lab (HIL) (Preferred) Experience supporting flight test (Preferred) Network programming and understanding of the IP protocol (Preferred) Solid understanding of UAS architectures and subsystems Solid understanding of flight-critical software requirements Proficient in C/C++ in a real-time embedded environment Strong sense of ownership and drive in digging into complex problems Ability to read schematics and use standard debugging: oscilloscope, logic analyzer, multimeter (Preferred) Understanding of RTOS functionality (Preferred) Edge Autonomy Benefits Matching 401(k) Paid PTO 10 Paid holidays Medical, vision, and dental insurance Group Short-Term & Long-Term Disability HSA and FSA Options Critical Care Plan Accident Care PlanShow more Report"
"https://www.glassdoor.com/job-listing/junior-aviation-systems-software-engineer-dynetics-JV_KO0,41_KE42,50.htm?jl=1008977523656",Alabama,Dynetics,,5,,"Dynetics, Leidos Group is seeking a talented Junior Aviation Systems Software Engineer to join a multi-discipline engineering team developing software for aviation systems. With offices across the United States engaging in the defense, space, cyber and commercial fields, Dynetics provides responsive, cost-effective engineering, scientific and IT solutions. Dynetics is well known for our people-oriented culture, positive work environment, technical excellence, and resilient business ethics. Dynetics’ Missile and Aviation Systems Division is seeking a software engineer for development of software applications and tools for manned aircraft, unmanned systems, and weapons systems: architectural and interface design, human-machine interfaces (HMIs), user presentation design, implementation, unit testing, code reviews. The position involves open, direct communication with customers, stakeholders, and team members to refine software component requirements and designs. The position offers opportunities for direct contribution to the User Experience (UX), software quality, graphics design, aesthetic design, iteration plans, release plans, and on-schedule implementation. Aviation software to be developed primarily includes .NET, C++, C#, WPF, XML, threads, design patterns, automated unit test frameworks, and a variety Windows development tools. Software is developed in an innovative, technology-driven self-disciplined team environment using the Agile Scrum framework within a tailored CMMI-based software process.  Basic Qualifications Possess or be pursuant of a bachelor’s degree in Software Engineering, Computer Science or Computer Engineering from an ABET Accredited University, or an engineering degree and applicable experience in software development. Must have an overall GPA of 3.0 or higher. Must have 0-5 years of prior relevant experience in software engineering. Must demonstrate strong competency in software development in the C, C#, C++, Java, or Python programming language. Must possess an aptitude for good object-oriented software design techniques. Candidate is expected to participate in and contribute to software design and code reviews. Candidate must be a resident of or be willing to relocate to the Huntsville, AL area.  Other Qualifications Preference will be shown to: Candidates with a desire for a long-term technical career path. Candidates with experience in automated testing. Candidates with experience in open architecture. Security Requirements Candidate must be a US Citizen and possess (and be able to maintain) a Final Secret Clearance or meet the eligibility to obtain (and maintain) a Secret Clearance.Show more Report"
"https://www.glassdoor.com/job-listing/python-developer-must-be-us-citizen-ierus-technologies-inc-JV_KO0,35_KE36,58.htm?jl=1008981664573",Alabama,"IERUS Technologies, Inc.",,2,Bachelor's degree,"IERUS specializes in electromagnetic spectrum technologies and design for RF, IR, and optical applications. IERUS also supports customers with a diverse set of competencies including software development, air and missile defense, and systems engineering. IERUS develops value for our defense and commercial customers through accelerations of the technology life cycle: identifying, creating, transitioning, and producing technologies with integrity of purpose and product. IERUS is always looking for bright, talented, motivated and dedicated employees in the engineering field. IERUS offers competitive compensation packages, retirement options, and benefits packages. To learn more, please visit www.ierustech.com. Description: IERUS Technologies, Inc., is seeking a Python Developer to join a diverse and flexible team. The ideal candidate will have 2 or more years of experience in software development and analysis. Desired Experience:  Mid to Senior level Engineers; US Citizen; Active Security clearance; Python programming; Radar and/or signal injection knowledge; C++ programming; GPU programming; Electronic attack/electronic protection; and Test automation.  Required:  2+ years of professional experience; Bachelor's degree (or higher) in Engineering, Software Engineering, or Computer Science; Python programming; C++ programming; Written and oral communication skills; US Citizenship; and Current Active Secret Clearance (or higher).  Location: Huntsville, AL/Various Locations in the US IERUS Technologies is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age, or any other federally protected class. IERUS Technologies participates in E-Verify.Show more Report"
"https://www.glassdoor.com/job-listing/electronics-engineer-hardware-and-software-early-to-mid-career-lockheed-martin-corporation-JV_KO0,62_KE63,90.htm?jl=1008915471045",Alabama,Lockheed Martin Corporation,"Flexible, Remote",100,Bachelor's degree,"JOB ID: 653656BR Date posted: Sep. 28, 2023 Program: THAAD  Description:Take your career to a new level and work at an extraordinary company in Huntsville AL. (opens in new window) The coolest jobs on this planet… or any other… are with Lockheed Martin Space! (opens in new window) Lockheed Martin. You know about us already. We've been around for over 100 years and plan to be here for at least 100 more! We solve complex challenges, advance scientific discovery and deliver innovative solutions that help our customers keep people safe. We employ 116,000 employees worldwide, 20% of whom are veterans!  We know that our strong company culture and core values help us perform better in the long run. We believe in work-life balance which results in increased productivity and a happier, less-stressed workforce.  Our 3 core values are the foundation of our culture: 1. Do the right thing 2. Perform with excellence 3. Treat others with respect  What does this role look like?  As an experienced member of our Electronic Engineering team, you will help provide solutions to a variety of technical problems by applying extensive technical expertise to develop solutions to complex problems which require the regular use of ingenuity and creativity.   In this important role you will collaborate with a diverse team of technical professionals and interact with senior external personnel on significant technical matters. You should be flexible, motivated, dedicated, detail-focused, team-oriented, and capable of multi-tasking.     Key activities you will accomplish in this role:  Implementation of design requirements, the assignment, coordination and execution of hardware designs, development and integration of hardware custom and procured electronic assemblies in accordance with process specifications.Requirements analysis, object oriented analysis & design, code & unit test, integration, and support to formal test/delivery. Develop software using languages such as C, C++.Manage risk and identify mitigation plans to meet productivity, quality, cost, schedule, and mission success objectives.  Typical mins for this role:  5 - 9 years of professional experience.Must have at least a DoD Interim Secret or higher clearance. Thus you must be a US Citizen.  BENEFITS OF EMPLOYMENT:  (opens in new window) .   We are an equal opportunity employer and value diversity at Lockheed Martin. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.  We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation. Basic Qualifications: Bachelor's degree or higher from an accredited college in Electrical Engineering or related discipline, or equivalent experience/combined education. Experience with design of digital and analog circuits. Proficient in programming in C/C++. Experience with production, manufacturing, and integration support. Desired Skills: Familiarity with processes on failure investigation (root cause analysis, failure review boards, etc.).Experience with microcontroller and FPGAsAbility to use standard lab test equipment Experience working with subcontractors and DoD personnel Project Leadership experience throughout the engineering life cycle.Proficient in programming in either Verilog, VHDL or equivalent programming language 9 or more years of professional experience for this role. Security Clearance Statement:This position requires a government security clearance, you must be a US Citizen for consideration. Clearance Level:Secret Other Important Information You Should Know Expression of Interest:By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings. Ability to Work Remotely:Onsite Full-time: The work associated with this position will be performed onsite at a designated Lockheed Martin facility. Work Schedules:Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits. Schedule for this Position:4x10 hour day, 3 days off per week Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.  As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories. Experience Level:Experienced Professional Business Unit:SPACE Relocation Available:Possible Career Area:Electrical Engineering Type:Full-Time Shift:First At Lockheed Martin, we apply our passion for purposeful innovation to keep people safe and solve the world's most complex challenges. Mission-Focused Innovation: From aerospace to outer space to cyber space, you can solve the world's most complex challenges for our customers. Foundational Values: Our culture of performance excellence, ethics, teamwork and inclusion is embedded in everything we do. Diverse Career Opportunities with Meaningful Work: Grow your career and skills for life. Our technology-driven learning platforms and programs enable your development and agility. Your Health, Your Wealth, Your Life: Our flexible schedules, competitive pay and comprehensive benefits enable you to live a healthy, fulfilling life at and outside of work. Empowered to Be Your Best: Use your strengths to make a difference in the lives of one another, our customers, our communities and our planet. Commitment to Sustainability: We foster innovation, integrity and security to preserve the environment, strengthen diverse communities and propel growth. Here, the possibilities are endless because we offer: Flexible Schedules, dependent on role Levels: Student, Entry, Mid, Senior, Management Locations: Nationwide & OCONUS PositionsShow more Report"
"https://www.glassdoor.com/job-listing/software-developer-jacobs-JV_KO0,18_KE19,25.htm?jl=1008953132589",Alabama,Jacobs,,5,,"Challenging Today. Reinventing Tomorrow.  We're invested in you and your success. Everything we do is more than just a project. It's our challenge as human beings, too. That's why we bring a thoughtful and collaborative approach to every one of our partnerships.  At Jacobs, we challenge the status quo and redefine how to solve the world's greatest challenges, transforming big ideas into intelligent solutions for a more connected, sustainable world.  Design your career with a company that inspires and empowers you to deliver your best work so you can evolve, grow and succeed – today and into tomorrow   Your Impact: The Jacobs Space Exploration Group (JSEG) a primary contractor for NASA since 1989 is comprised of 10 companies and is located at Marshall Space Flight Center in Huntsville, AL (ranked #1 in Best Places to Live by U.S. News). Create Your Career: Grow With Us Your growth matters to us—that’s why we offer a variety of ways for you to develop your career. With professional and leadership development opportunities like Team Lead Academy, education reimbursement, mentoring, and company sponsored networking events, you can take control of your own career path on your own terms with a company that believes in you. A Place Where You Belong At Jacobs Space Exploration Group, people are at the heart of our business. We reflect a diversity of cultures, backgrounds, and experiences. We expect our people, clients, and partners to treat one another with dignity and respect. This means promoting inclusion, celebrating diversity, and appreciating the differences we all bring to our workplace. Support Your Well-Being Our comprehensive benefits package includes wellness programs, 11 paid holidays, parental leave, paid time off, employee perks and much more. With these benefits, plus the option for flexible schedules and possible remote a few days a week (depending on customer requirements) we’ll support you as you pursue a balanced, fulfilling life—at work and at home. Responsibilities: Jacobs ESSCA Group is looking for an energetic individual to support the software design of the Space Launch System Core Stage Flight Control Computers at Marshall Space Flight Center. The ideal candidate will have an established background in object-oriented design and development methodology, particularly Python, C++ and C and UML modeling techniques. The position requires a solid understanding of software development, test, and verification disciplines. The selected applicant will work on a customer / contractor integrated team to: Participate in an agile software development environment Review system and derived requirements and address design to code traceability Create/Modify UML diagrams of detailed software designs Perform software integration and unit test activities Conduct and participate in design and code reviews Produce weekly and monthly status reports of progress in assigned areas Here’s What You’ll Need: Qualifications: A bachelor’s degree or higher in computer science, software engineering, electrical engineering or related field is required. Degree from an ABET-accredited university is preferred. Typically, educational requirements are a BS with 0-5 years of experience. The candidate should be experienced in the following: Object Oriented Design and Implementation Python and C/C++ programming languages Atlassian tools suite (i.e., Jira, Stash, etc.) or equivalent Git/GitHub Agile processes Excellent communication, team interaction, collaboration, and problem-solving skills Leading or participating in small teams in agile software development processes Change request systems, and the use of formal configuration management tools Exposure to software development tools and automated software testing tools. Knowledge of computer architecture Working in a team environment Ability to work independently and within a diverse team Ability to communicate professionally with customers, stakeholders, and cross-organizational team members; possess excellent communication skills The Jacobs Space Exploration Group (JSEG) offers a partnership in which you can grow personally and professionally within a framework of strong leadership, competitive compensation, and rewarding career paths. Come join our team on the Engineering Services and Science Capability Augmentation (ESSCA) contract whose work is destined to have a long-range effect on future generations! For more information on why Huntsville is known as “one of the smartest cities in the nation”, check out these websites: https://hsvchamber.org/ www.Huntsville.org/ https://www.movoto.com/guide/huntsville-al/moving-to-huntsville/ https://realestate.usnews.com/places/alabama/huntsville https://iveyhsv.com/real-estate-blog/13-reasons-why-you-should-move-to-huntsville/ Essential Functions Work Environment: Office environment. Requires ability to provide clear, concise, accurate and timely communication, both verbally and in writing (100%). Requires ability to interact professionally with co-workers, management, and client (100%). Requires travel in the domestic USA (<10%). Physical Requirements: Requires sitting for extended periods of time in meetings with peers, management, and with our client at NASA facilities to discuss technical issues (10%). Also, requires sitting for extended periods of time at a desk to write reports and perform engineering tasks (80%). Requires ability to use stairs or elevators for access between floors and multiple buildings at NASA and Jacobs facilities (10%). Equipment and Machines: Requires ability to operate a personal computer, a telephone, fax machine, copier, calculator, and other general office equipment (100%). Attendance: Normal workday 7:30 – 4:30, Monday thru Friday. Minimal overtime may be required (10%) to meet schedule milestones and to support technical demands of the job. Regular attendance is a necessity, and adequate arrangements for delegating duties during absences are required. Other Essential Functions: The ability to work independently with minimal supervision, and to make rational decisions, and to exercise good judgment is essential (100%). Grooming and dress must be appropriate for the position and must not impose a safety risk/hazard to the employee or others. Proof of U.S. Citizenship is required. #ESSCAShow more Report"
"https://www.glassdoor.com/job-listing/junior-mobile-flutter-developer-ciklum-JV_KO0,31_KE32,38.htm?jl=1008959670965",Alabama,Ciklum,,5,,"Description Ciklum is looking for a Junior Mobile Flutter Developer to join our team full-time in Ukraine.  We are a leading global product engineering and digital services company that unites 4000+ seasoned professionals globally on various projects in healthcare, fintech, travel, sportswear, entertainment, and security. Ciklum delivers high-impact technology solutions to Fortune 500 and fast-growing organisations worldwide.  About the role:  As a Junior Mobile Flutter Developer, become a part of a cross-functional development team working for our Client.  You will join a highly motivated team and will be working on a modern solution for our existing client. We are looking for technology experts who want to make an impact on new business by applying best practices and taking ownership.  About the Project:  The largest discount and benefit portal that provides employees of various companies and organizations with a complete benefits package inclusive of discounts and a recognition module. It provides offers to help employers retain and engage employees through discounts and savings. As something completely new, it also offers a B2B shopping portal where companies can get discounts and benefits on all the goods and services needed to run a business.  Responsibilities  Develop cross-platform mobile applications for iOS and Android New features development Integrate mobile apps with web services Work under more senior colleagues mentorship Requirements 0.5+ years of cross-platform or native apps development experience Knowledge of Dart programming language Understanding of Design Principles Understanding common Flutter APIs and Capabilities Experience with common 3rd party libraries Experience with VCS (git) Intermediate spoken and written English communication skills Desirable Familiarity with Agile Experience with tests development Experience with CLI Experience with TDD/BDD Personal skills Has sufficient communication skills for effective dialogue with customers and colleagues Collaborates in a team effectively Is able to plan, schedule and monitor own work within short time horizons Demonstrates a rational and organized approach to work Understands and uses appropriate methods, tools and applications. Identifies and negotiates own development opportunities Works under routine direction, without frequent reference to others What's in it for you Care: your mental and physical health is our priority. We ensure comprehensive company-paid medical insurance, Mental Health programs, as well as financial and legal consultations Tailored education path: boost your skills and knowledge with our regular internal events (meetups, conferences, workshops), Udemy licence, language courses and company-paid certifications Growth environment: share your experience and level up your expertise with a community of skilled professionals, locally and globally Flexibility: choose how you want to work – a 100% remote or on-site in our offices. Own your schedule – you are the one to decide when to start your working day. Just dont miss your regular team stand-up Opportunities: we value our specialists and always find the best options for them. Our Internal Mobility Program helps change a project if needed to help you grow, excel professionally and fulfil your potential Global impact: work on large-scale projects that redefine industries with international and fast-growing clients Welcoming environment: feel empowered with a friendly team, open-door policy, informal atmosphere within the company and regular team-building events  About us:  Discover the pros of 20-year global experience! Join one of the largest IT companies in Ukraine, awarded as one of the top 10 employers in Ukraine by Forbes.  Boost your skills and make a difference with cutting-edge projects, skilled colleagues and the latest tech stacks.  Ciklum has been recognised as a veteran-friendly business by the Veteran Hub in Ukraine. We're committed to creating a welcoming environment for veterans and developing processes that meet their needs. We value the skills and unique perspectives military veterans can bring to our business and are willing to support their transition to civilian life.  Be bold, not bored!  Interested already? We would love to get to know you! Submit your application. We can’t wait to see you at Ciklum.Show more Report"
