URL,Location,Company,Employment Type,Years of Exp,Education Level,Data
"https://www.glassdoor.com/job-listing/entry-level-software-engineer-c-integration-innovation-inc-JV_IC1127653_KO0,31_KE32,58.htm?jl=1009097751787",Alabama,"Integration Innovation, Inc.",,3,,"Overview:  i3 is seeking a Software Engineer to develop cutting edge training and simulation for the US Army MQ-1C Gray Eagle Uncrewed Aerial System (UAS)'s next generation simulation and trainer. This project uses modern .NET/C# libraries including Blazor and SignalR. This project provides a unique opportunity to develop a new product from the ground up and enhance your front-end and back-end skillsets. Responsibilities: Candidate will develop software designs using best practices and object-oriented methodologies. Software will be developed using an agile-scrum development style. Integrating third-party libraries and applications into the overall system. Routine collaboration with team members in developing system capabilities. The candidate will be familiar with good configuration management practices and will be responsible for proper code maintenance, merging, and configuration management. Position Location: Huntsville, AL CONUS Travel required: Less than 10% Qualifications: Required Experience Have a Bachelor’s degree (or advanced degree) from an accredited college (ABET preferred) in computer science, engineering, mathematics, or the hard sciences, with 0-3 years of professional experience. Additional years of experience may be substituted for degree. Experience (academic or professional) in at least one programming language such as C#, C++, Java, or Python. Have experience with an agile development methodology and associated tools. Have experience with a configuration management software tool. Security Clearance: Candidate must have the ability to obtain a SECRET security clearance. Preferred Experience Experience developing software in C#. Familiarity with git for software source control and configuration management. Experience with virtualization technologies like Docker, Podman, or VmWare. Familiarity with UAS Command and Control Protocols like STANAG-4586 and FACE. Experience developing 6-DOF Aircraft simulation models is a plus. Communicating with third-party applications using low level messages via UDP/TCP or higher-level protocols such as gRPC. Experience with Image and Scene Generator protocols and tools like CIGI, VRSG, and BlueIG. Familiarity with basic design patterns like the repository, factory, and decorator patterns. About i3:  Headquartered in Huntsville, AL, i3 is a national leader in providing innovative technical and engineering solutions to a broad customer base across the U.S. DoD. Specializing in missile and aviation engineering and logistic services, electronic warfare and electromagnetic affects analysis, UAS system integration and flight operations, full lifecycle C5ISR engineering services, engineering analysis, cybersecurity and IT/IA innovative solutions and virtual training, simulation & serious game development and implementation. We were founded in 2007 with the intent to do business differently. Our focus is to leave our team members, our customers and our communities better than we found them. Our ultimate goal is to strengthen our Nation and our warfighter. Perks and Benefits at i3: 100% team member owned Outstanding insurance coverage 401(k) match Health and wellness incentives Tuition and certification reimbursement Generous PTO Fun culture with company activities Countless opportunities to give back to the community through our charitable organization, i3 Cares We work hard. We compete hard. We play hard. Apply now to join us!"
"https://www.glassdoor.com/job-listing/software-engineer-rust-leidos-JV_IC1127676_KO0,22_KE23,29.htm?jl=1009111267253",Alabama,Leidos,Flexible,not given,Master,"Description Software Engineer (Rust) Leidos are a global leader in the integration and application of information technology, engineering, and science to solve the customers' most demanding challenges. We deliver mission-focused solutions including cloud services, enterprise IT solutions, data centre modernization, operational technology and cyber security including end-to-end cyber integration and high-grade encryption. We are looking for an experienced Software Engineer to join the Leidos National Security & Defence team. This is a new opportunity for a Senior Software Engineer to join a multi disciplined Scrum Team to work on a multi-year transformation programme for our client, developing complex applications in a high assurance environment. Your Role and Responsibilities; Development of back-end applications using Rust to meet custome requirements/ User Stories Ensuring all development meets stringent Software, Engineering and Quality standards Supporting the rest of the team to ensure alignment of requirements/user stories, designs and testing and maintenance of a strict baseline through the sprint process Triaging and fixing issues and defects Ensuring good coverage and maintenance of Unit and Component Tests Operating a CI/CD pipeline to improve efficiency Essential; Experience developing in languages like C, C++, Python and Java Experience of Automated Unit and Component Testing Experience of CI/CD pipelines Experience using Git Experience with static analysis tools e.g. SonarQube, Coverity Good experience of Agile development methods Experience developing with Rust (training will be provided if not) Experience of working on secure Government, or MoD IT projects and programmes. Other; Bachelor's or Master's Degree: A degree in computer science, electrical engineering, or a related field is preferred. Professional membership of BCS or IET Who We Are: Leidos UK & EUROPE – we work to make the world safer, healthier, and more efficient through technology, engineering and science. https://www.leidos.com/company/global/uk-europe (add link to ‘Leidos UK & EUROPE’ text) Leidos is a growing company delivering innovative technology and solutions focused on safeguarding critical capabilities and transformation in frontline services, our work in the United Kingdom includes addressing some of the most complex problems in defence, healthcare, government, safety and security, and transportation. What we do for you: At Leidos we are PASSIONATE about customer success, UNITED as a team and INSPIRED to make a difference. We offer meaningful and engaging careers, a collaborative culture, and support for your career goals, all while nurturing a healthy work-life balance. We provide an employment package that attracts, develops and retains only the best in talent. Our reward scheme includes: Contributory Pension SchemePrivate Medical Insurance33 days Annual Leave (including public and privilege holidays)Access to Flexible benefits (including life assurance, health schemes, gym memberships, annual buy and sell holidays and a cycle to work scheme)Dynamic Working https://www.leidos.com/sites/g/files/zoouby166/files/2019-11/PDF-Dynamic-Working-Leidos-UK.pdf (add link to ‘Dynamic Working’ text) Commitment to Diversity: We welcome applications from every part of the community and are committed to a truly diverse and inclusive culture. We foster a sense of belonging, welcoming all perspectives and contributions, and providing equal access to opportunities and resources for everyone. If you have a disability or need any reasonable adjustments during the application and selection stages please let us know, and we will respond in a way that best fits your needs. Original Posting Date: 2024-02-05 While subject to change based on business needs, Leidos reasonably anticipates that this job requisition will remain open for at least 3 days with an anticipated close date of no earlier than 3 days after the original posting date as listed above. Pay Range: The Leidos pay range for this job level is a general guideline only and not a guarantee of compensation or salary. Additional factors considered in extending an offer include (but are not limited to) responsibilities of the job, education, experience, knowledge, skills, and abilities, as well as internal equity, alignment with market data, applicable bargaining agreement (if any), or other law. Original Posting Date: 03/02/2023 While subject to change based on business needs, Leidos reasonably anticipates that this job requisition will remain open for at least 3 days with an anticipated close date of no earlier than 3 days after the original posting date as listed above."
"https://www.glassdoor.com/job-listing/software-engineer-huntsville-al-directviz-solutions-llc-JV_IC1127653_KO0,31_KE32,55.htm?jl=1009099564920",Alabama,"DirectViz Solutions, LLC",Hybrid,not given,,"DirectViz Solutions, (DVS) is a rapidly growing government contractor that provides strategic services that meet mission IT needs for government customers. DVS provides innovative information technology solutions to government clients through the knowledge and expertise of our dedicated employees. DVS is an employee centric employer that provides competitive compensation, comprehensive medical plans, 401k match, PTO accrual, professional development reimbursement, corporate funded technology certifications, and employee recognition and appreciation programs. At DVS, we recognize that our employees are our number one resource. If you are a problem-solving people-person, apply today! DVS is looking for a Software Engineer to support our team located in Huntsville, AL. and requires US citizenship and the ability to obtain a security clearance. This position has a hybrid work schedule. Software Developer Description of Work: Under direct supervision, candidate will perform Full lifecycle application development, designing, coding and debugging applications in various software languages. Will also provide support in software analysis, code analysis, requirements analysis, software review, identification of code metrics, system risk analysis, and software reliability analysis. Must be familiar with: Front end graphical user interface design, Software testing and quality assurance, performance tuning, improvement, and balancing. Should display the ability and creativity to analyze problems and implement advanced software solutions. Qualifications: Full lifecycle application development Designing, coding, and debugging applications in various software languages (Visual Studio .Net using C#, with some client-side java script, and jQuery with jQuery-UI). Experience in the Microsoft Power Platform - MS PowerApps, Flow, and Power BI 2; experience with designing and developing custom business apps using Canvas Apps and Model Driven Apps; Portal/Power Pages; Hands-on experience in Microsoft Dataverse; experience in creating solutions and custom connectors. Software analysis, code analysis, requirements analysis, software review, identification of code metrics, system risk analysis, software reliability analysis Experience with relational database concepts including table design, proper indexing, and use of stored procedures (Implementation of Microsoft SQL Server including SQL Agent and Database Mail for scheduling and/or delivering reports and notices to customers). Object-oriented Design and Analysis (OOA and OOD) Front end graphical user interface design using Web Forms technology. Software testing and quality assurance Performance tuning, improvement, balancing, usability, automation. Support, maintain and document software functionality. Integrate software with existing systems. Evaluate and identify new technologies for implementation. Project Planning and Project Management Maintain standards compliance. Implement localization or globalization of software. Physical and Mental Qualifications: Be able to maintain awareness during scheduled working hours. Prolonged periods sitting or standing at desk and working on a computer (mouse and keyboard) Able to lift up to 15 pounds. Excellent verbal and written communication; good command of the English language Execute tasks independently and work as a team. Learns and memories routine tasks. Strong organizational, grammar, business correspondence, and self-management skills Candidates must be able to perform the essential functions of the position satisfactorily. If requested, reasonable accommodations will be provided for employees with disabilities. DVS retains the right to change or assign other duties to this position.   DirectViz Solutions, LLC (DVS) is an equal opportunity employer and prohibits discrimination and harassment against any employee or applicant for employment because of race, color, sex (including pregnancy), age, gender identity, creed, religion, national origin, sexual orientation, marital status, genetic information, disability, political affiliation, protected veteran status, or any other status protected by federal, state or local law. DVS has a zero-tolerance policy for harassment, threats, coercion, discrimination, and intimidation. Employees may file a complaint or exercise any right protected by Executive Order 11246, Section 503 of the Rehabilitation Act of 1973, as amended, Section 4212 of the Vietnam Era Veterans Readjustment Assistance Act of 1974, or the Veterans Employment Opportunities Act of 1998."
"https://www.glassdoor.com/job-listing/web-developer-html-javascript-web-templates-online-commerce-group-ocg-JV_IC1127704_KO0,43_KE44,69.htm?jl=1009075018370",Alabama,Online Commerce Group (OCG),"Parttime, Remote",not given,,"LOCATION Montgomery, Alabama or Part-Time Remote (For hire or contract)  JOB DUTIES Collaborate with the design team to implement responsive and user-friendly web templates using HTML and CSSDevelop interactive and dynamic web interfaces using JavaScript and related frameworksCustomize and integrate web templates, ensuring consistency and seamless user experienceOptimize web applications for maximum speed and scalabilityTroubleshoot and debug issues across different browsers and devicesStay up-to-date with emerging web development trends and technologies  JOB REQUIREMENTS Proven experience as a Web Developer with a portfolio showcasing relevant projectsProficiency in HTML and JavaScript (any version)Familiarity with web templates and frameworks (e.g., Bootstrap, Foundation, etc.)Understanding of responsive design principlesExperience with cross-browser compatibility and debuggingProblem-solving skills and an ability to think creativelyExcellent communication and collaboration skills  Not Required (but helpful) Experience with Magento or WordpressExperience with Google Analytics or Adobe Analytics  To apply for this position, submit your resume to jobs@onlinecommercegroup.com."
"https://www.glassdoor.com/job-listing/software-engineer-aerial-target-platforms-noblis-JV_IC1127653_KO0,41_KE42,48.htm?jl=1009051057596",Alabama,Noblis,"Fulltime, Parttime",5,Master,"Responsibilities:  The mission of the Threat Systems Management Office (TSMO) is to manage the Army Threat System Programs to include the total life cycle of threat systems for testing and training in the live, virtual, and constructive environments. TSMO designs, builds and tests representations of operational and emerging hostile systems with virtually identical performance capabilities that match the identified threat. TSMO ensures all threat systems are continually developed, upgraded, and/or modified and tested to reflect the current threat weapons systems platforms with state-of-the-art technology to support new and emerging DOD weapon systems. Additionally, TSMO conducts threat assessment and analysis in conjunction with the Army, Navy and other joint services operations. TSMO utilizes a combination of simulators and simulation models, foreign material acquisition, commercial-off-the-shelf (COTs), and new development efforts to achieve its goal of providing threat relevant Electronic Warfare (EW), Information Operations (IO), integrated air defense (IADs), and command and control (C2) capabilities to support Operational Test and Evaluation (OT&E) events. These OT&Es include Network Integration Evaluations (NIEs), Combatant Commander events, as well as other testing and training events. TSMO requires a range of activities associated with conceptualizing, developing, and supporting the execution of testing events. Support is required to allow for more realistic threat representation testing for both hardware and/or software, and to upgrade threat systems and sub-systems with modern techniques that will offer superior threat representation testing against foreign threats. The TSMO requires the design of threat representations in order to reproduce live, virtual, and constructive threat simulations that satisfy the U.S. Army Test and Evaluation Command (ATEC) to support future test and training events. The Mid-Career Software Engineer: Functions as a Software Engineer/Analyst for Aerial Target Platforms providing software quality control and technical support to the TSMO Operation Branch for Aerial and Ground Target activities. Directly coordinates with Original Equipment Manufacturer (OEM) and Government personnel, evaluation of software technical designs and performance during target operations. Supports hardware and software design and modification, development, integration, and testing. Participates in systems engineering design reviews, and provides support to senior Government personnel at TSMO on key taskings and critical Test and Evaluation milestones. Analyzes, designs, and develops software solutions using multiple programming languages. Possesses experience with Agile and traditional software development processes. Supports development and testing efforts, modification, integration, training and field exercises, including test event surge support. Supports demonstrations and tests of TSMO systems and when necessary provide operation and support to events, including coordination with multiple TSMO test and demonstration event customers.  Required Qualifications:  Bachelor of Computer Science or similar technical degree with minimum of 5 years of software experience within DoD programs and/or Army platforms OR Masters and minimum 3 years related experience. Minimum SECRET Security Clearance with the ability to gain and maintain a TOP SECRET security clearance Superior attention to detail and organizational skilla with strong analytical and problem-solving skills Excellent communications skills Desired Qualifications: Familiarity with Java, HTML5, SQL, and C++ Experience with DevSecOps platforms and issue & project tracking software such as GitLab, Polyspace, or JIRA Relevant industry or DoD certifications in system security and/or secure software development Current TOP SECRET security clearance Overview:  Noblis and our wholly owned subsidiaries, Noblis ESI, and Noblis MSD tackle the nation's toughest problems and apply advanced solutions to our clients' most critical missions. We bring the best of scientific thought, management, and engineering expertise together in an environment of independence and objectivity to deliver enduring impact on federal missions. Noblis works with a wide range of government clients in the defense, intelligence and federal civil sectors. Learn more at Noblis -About Us Why work at a Noblis company? Our employees find greater meaning in their work and balance the other things in life that matter to them. Our people are our greatest asset. They are exceptionally skilled, knowledgeable, team-oriented, and mission-driven individuals who want to do work that matters and benefits the public. Noblis has won numerous workplace awards. Noblis maintains a drug-free workplace. Salary Range Explanation:  At Noblis we recognize and reward your contributions, provide you with growth opportunities, and support your total well-being. Our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, and work-life programs. Our award programs acknowledge employees for exceptional performance and superior demonstration of our service standards. Full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in our benefit programs. Other offerings may be provided for employees not within this category. We encourage you to learn more about our total benefits by visiting the Benefits page on our Careers site.   Salary at Noblis is determined by various factors, including but not limited to, the combination of education, certifications, knowledge, skills, competencies, and experience, internal and external equity, location, and clearance level, as well as contract-specific affordability and organizational requirements and applicable employment laws. The projected compensation range for this position is provided within the posting and are based on full time status. Part time staff receive a prorated salary based on regularly scheduled hours. The estimated minimum and maximum displayed represents the broadest range for this position (inclusive of high geographic and high clearance requirements), and is just one component of Noblis’ total compensation package for employees.  Posted Salary Range: USD $67,050.00 - USD $117,360.00 /Yr. Equal Employment Opportunity:  Noblis is an Equal Opportunity Employer. Employment decisions are made without regard to race (as well as because of or on the basis of traits historically associated with race, including hair texture, hair type, and protective hairstyles such as braids, locks, and twists), color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, pregnancy, childbirth, lactation and related medical conditions, genetic factors, military/veteran status, or other characteristics protected by law. Noblis is committed to the full inclusion of all qualified individuals. As part of this commitment, Noblis will ensure that persons with disabilities are provided reasonable accommodations. If reasonable accommodation is needed to participate in the job application or interview process, to perform essential job functions, and/or to receive other benefits and privileges of employment, please contact employee-relations@noblis.org."
"https://www.glassdoor.com/job-listing/software-engineer-rocketvox-JV_IC1127429_KO0,17_KE18,27.htm?jl=1008994714712",Alabama,RocketVox,,not given,,Element with the specified ID not found.
"https://www.glassdoor.com/job-listing/software-engineer-xanté-corporation-JV_IC1127676_KO0,17_KE18,35.htm?jl=1007717994721",Alabama,Xanté Corporation,Remote,not given,,"Xanté is dedicated to continuing the tradition of providing customers with leading-edge technology for the graphic publishing market with exceptional products backed by service and support that is unmatched in this industry. That’s why we have and need great employees!  We are also accepting applications for work-from-home, remote sales reps. Please contact us if you have any questions. SOFTWARE ENGINEER Qualified candidates will be proficient C or C++ programmers with knowledge of UNIX and Windows. Individuals will be responsible for the design, development, testing and deployment of software solutions for a variety of printing devices. Other tasks include developing test cases, test procedures, and automated test scripts in conjunction with designing and developing software for embedded systems. A working knowledge of Java, HTML, UNIX, TCP/IP, Windows, and Mac OS is very helpful. Multiple positions available. Minimum requirement of two years actual work experience"
"https://www.glassdoor.com/job-listing/software-engineer-pradco-outdoor-brands-JV_IC1127429_KO0,17_KE18,39.htm?jl=1009111599758",Alabama,PRADCO Outdoor Brands,Remote,2,,"PRADCO Outdoor Brands (PRADCO) manufactures and markets major hunting and fishing brands and products. We are a leader in producing game calls, scents, attractants, game feeders, game cameras, tree stands and fishing lures. PRADCO Hunting owns the brands Moultrie, Summit, Knight & Hale, Code Blue, Texas Hunter Products and Whitetail Institute. PRADCO Fishing owns more than 20 brands including Bobby Garland, Booyah, Heddon, Lindy, Rebel, Thill, and YUM. For more information on PRADCO products, please visit our website at www.pradcooutdoorbrands.com. PRADCO team members participate in a selection of outstanding benefits, including: Profit Sharing Trust, Excellent Medical/Dental/Drug/Vision benefits, and many other benefits. Job Summary PRADCO is looking for a Software Engineer to contribute to its growing e-commerce business. The engineer will be supporting our e-commerce platform by updating the application, writing HTML, CSS and JavaScript for customer facing storefront features as well as writing backend code to integrate the platform with other systems. The position is a well-rounded role providing experience in the many layers of web software development. The Software Engineer position is a great opportunity to hone skills in many areas of web development, platform security and project management. The position is available for remote work, providing flexibility in time management and location. If you want to grow with a small team as we expand the capabilities of our business, please apply. Job Responsibilities Install platform and security updates for our Adobe Commerce (Magento) installation. Provide application support to the PRADCO team members that use the e-commerce platform. Write HTML, CSS and JavaScript frontend code for storefront pages. Write PHP backend code to integrate with other internal and 3rd-party systems. Maintain the security of the e-commerce platform to protect customer data, prevent fraudulent activity and continue PCI compliance. Communicate clearly with project stakeholders about task requirements and finished features. Manage assigned tasks using Kanban project management. Submit code using Git version control. Job Requirements Bachelor’s degree in information systems, computer science or related field of study, or equivalent software development experience. A minimum of 2 years’ experience with proficiency in: Object-oriented programming using a programming language like PHP, Java, C# or C++. Writing web frontend code using HTML, CSS and JavaScript. Using Git version control or other equivalent tools. Ability to work business hours in the North American Central time zone. Preferred Skills Experience using Adobe Commerce (Magento) preferred, but not required. Essential Job Functions Outstanding organizational, interpersonal and communication (written and verbal) skills. Strong analytical and problem-solving skills May require sitting for long periods of time in an office environment. Ability to see where process improvements can be made either through observation of processes or from communication with users and offer solutions to bring those improvements to life We are an equal opportunity employer and comply with all applicable federal, state, and local fair employment practices laws. We strictly prohibit and do not tolerate discrimination against employees, applicants, or any other covered persons because of race, color, sex, pregnancy status, age, national origin or ancestry, ethnicity, religion, creed, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class. This policy applies to all terms and conditions of employment, including, but not limited to, hiring, training, promotion, discipline, compensation, benefits, and termination of employment. We comply with the Americans with Disabilities Act (ADA), as amended by the ADA Amendments Act, and all applicable state or local law."
"https://www.glassdoor.com/job-listing/entry-level-software-engineer-torch-technologies-inc-JV_IC1127653_KO0,29_KE30,52.htm?jl=1009059833616",Alabama,"Torch Technologies, Inc.","Fulltime, Flexible",1,,"Job Description: The Innovation through Integration (I2) Business Unit (BU) at Torch Technologies, Inc. focuses on integrating technologies to provide innovative solutions to customers. I2 is growing to meet the demands of our customers, and we want creative and imaginative teammates like you! In our services, we strive to provide visual solutions that are backed by real data. As a team member you’ll work with a team to build a back-end data pipeline that powers compelling visual interfaces. Torch Technologies is seeking Entry-Level Software Engineers to support the Integration (I2) Business Unit (BU). The candidate will be expected to work closely with other developers and customers to develop quality software products. Candidate will be working with multiple applications that support a multiple projects. Project applications integrate with an internal backend toolset and present simulation data in an appealing manner so soldiers can make better tactical decisions. Candidate should be dependable and self-motivated, eager to overcome challenges and solve problems.  Growth Vector (30 days/90 days/1 year) As an I2 developer, you will be provided with the flexibility and support needed to grow into a valued teammate. Below is an estimated timeline of what you can expect within the first year of employment. 30 days Meet the team Understand the goal of each project the team supports Start diving into a part of the code base Ship a small change Apply for security clearance  90 days Feel comfortable in a part of the code base Integrate with people across multiple projects Develop a significant feature Demo a feature to internal technical leadership  1 year Attain active security clearance Be comfortable in a specific feature set in each code base Architect and present a feature set to the development team  Benefits Launch a software engineering career with no prior experience Learn to code on the job in a relaxing environment Paid time off and paid holidays Education assistance program 401k with matching Wellness programs Employee stock ownership plan (ESOP) Health, vision, and dental insurance plans Interest-free computer loans  Interview Process The I2 interview process typically involves a phone call to establish interest and fit. The next phase could be a follow-up phone call or virtual meeting with the hiring manager which will cover more technical topics. Finally, you’ll be invited for an interview with I2 technical leadership. If all goes well, you will be extended an offer to become a member of the I2 Team!   Job Requirements: What We Are Looking For: Bachelor’s Degree or higher in software engineering, computer science, or other science, technology, engineering, and math (STEM) discipline Must be able to attain a security clearance. Strong desire to learn to code and some exposure to programming languages - No prior professional experience required. A natural problem solver. Challenge seekers looking to develop tech skills. Able to contribute to multiple code bases simultaneously. Able to effectively communicate in verbal and written form.  Technical Stack Below is a list of technologies the candidate will learn and work with: C# / C++ Java Python CMake Visual Studio Modeling and Simulation Tools (AFSIM, OneSAF) Unreal Engine 4 / 5 Git / Git LFS  U.S. Citizenship Required for this Position: Yes Job Type: Regular Full-time Security Clearance: Secret Schedule: M-F; 8-5 Work Location: Torch site Travel: Yes, 0-10% Benefits: Torch Technologies is proud to offer a stable and professional work environment, a competitive salary, and an excellent, comprehensive benefit package including: ESOP participation, 401(k) match and safe-harbor contribution, medical, dental, vision, life insurance, short-term disability, long-term disability, flexible spending accounts, Health Saving Accounts and Health Reimbursement Accounts, EAP, education assistance, paid time off, and holidays. Applying to Torch Technologies: Only those candidates invited for an interview will be contacted. Employment at Torch Technologies is contingent upon the successful completion of a comprehensive background check. Torch Technologies is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Employment Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability or any other protected class."
"https://www.glassdoor.com/job-listing/junior-software-developer-saic-JV_IC1127653_KO0,25_KE26,30.htm?jl=1009118745036",Alabama,SAIC,"Fulltime, Flexible, Remote",0,Bachelor's degree,"Job ID: 2402138 Location: HUNTSVILLE, AL, US Date Posted: 2024-02-08 Category: Software Subcategory: SW Engineer Schedule: Full-time Shift: Day Job Travel: Yes, 10 % of the Time Minimum Clearance Required: Interim Secret Clearance Level Must Be Able to Obtain: Secret Potential for Remote Work: No Description SAIC is seeking a Junior Software Developer to join our team in Huntsville, AL.  The Systems Simulation, Software and Integration (S3I) Directorate is seeking a Junior Software Developer candidate in support of the THAAD Interoperability Team to develop and design THAAD simulation software JEDI. This individual will be responsible for developing, designing, and delivering JEDI software in accordance with new THAAD software updates and adding additional capabilities using programming languages of C++ and Ada.  The candidate should be a self-starter and be able to operate with minimal supervision. The candidate must have a willingness to learn. The candidate must be flexible and work well with other team members. Excellent verbal and written communication skills are required as well as the ability to create and deliver technical code. Daily duties will be conducted at S3I in Huntsville, AL. Duties and Responsibilities:  Develop test plans and procedures. Develop detailed test reports and technical white papers as required. Complete Software Problem Reports and Change Requests. Develop software requirements from user inputs. Software development in C++ and Ada.  Execute and Evaluate applications prior to formal delivery.  Qualifications Required Education:  Bachelor's degree in Computer Science, Engineering, or equivalent experience and 0+ years of experience; Six (6) years' of additional experience may be considered in lieu of degree (per contract vehicle).  Required Skills:   Experience with C++ Ability to work independently with minimal supervision. Good interpersonal skills Test execution experience.  Preferred (not critical) Skills:   Writing test plans, procedures and reports  System engineering requirements analysis  QT development experience Covid Policy: SAIC does not require COVID-19 vaccinations or boosters. Customer site vaccination requirements must be followed when work is performed at a customer site."
